Time(secs), Persons Detected, Crowd Density (persons per pixel), Violation Count
107.49829549999981,4,9.04224537037037e-06,0
108.02251869999986,4,9.04224537037037e-06,0
108.43215759999998,4,9.04224537037037e-06,0
108.7977907999998,4,9.04224537037037e-06,0
109.17526799999996,4,9.04224537037037e-06,0
109.41403379999997,4,9.04224537037037e-06,0
109.6382509,4,9.04224537037037e-06,0
109.82806379999988,4,9.04224537037037e-06,0
110.02197499999988,4,9.04224537037037e-06,0
110.2369334,3,6.781684027777777e-06,0
110.44494919999988,4,9.04224537037037e-06,0
110.6302063999999,4,9.04224537037037e-06,0
110.91486069999996,4,9.04224537037037e-06,0
111.28273169999989,4,9.04224537037037e-06,0
111.6636140999999,4,9.04224537037037e-06,0
112.02739429999997,4,9.04224537037037e-06,0
112.3742792999999,4,9.04224537037037e-06,0
112.55176649999999,3,6.781684027777777e-06,0
112.76643049999984,3,6.781684027777777e-06,0
112.99607079999987,3,6.781684027777777e-06,0
113.19280169999979,3,6.781684027777777e-06,0
113.3856980999999,3,6.781684027777777e-06,0
113.59902939999984,3,6.781684027777777e-06,0
113.91393459999995,3,6.781684027777777e-06,0
114.2729081,3,6.781684027777777e-06,0
114.64740799999981,3,6.781684027777777e-06,0
115.0241861999998,2,4.521122685185185e-06,0
115.4391584,2,4.521122685185185e-06,0
115.84566089999998,2,4.521122685185185e-06,0
116.27304489999983,2,4.521122685185185e-06,0
116.6562469999999,2,4.521122685185185e-06,0
116.96972229999983,2,4.521122685185185e-06,0
117.15399439999987,2,4.521122685185185e-06,0
117.36386649999986,2,4.521122685185185e-06,0
117.57551559999979,2,4.521122685185185e-06,0
117.77401239999995,2,4.521122685185185e-06,0
118.05420119999985,2,4.521122685185185e-06,0
118.29677989999982,2,4.521122685185185e-06,0
118.67926669999997,2,4.521122685185185e-06,0
119.05976669999995,2,4.521122685185185e-06,0
119.42186349999997,2,4.521122685185185e-06,0
119.80868969999983,2,4.521122685185185e-06,0
120.0174712999999,2,4.521122685185185e-06,0
120.2195729,3,6.781684027777777e-06,0
120.42383669999981,3,6.781684027777777e-06,0
120.62345949999985,3,6.781684027777777e-06,0
120.83075139999983,3,6.781684027777777e-06,0
121.02944979999984,3,6.781684027777777e-06,0
121.2318088999998,2,4.521122685185185e-06,0
121.5013219,2,4.521122685185185e-06,0
121.87388669999996,3,6.781684027777777e-06,0
122.25123299999996,3,6.781684027777777e-06,0
122.6242173999999,3,6.781684027777777e-06,0
122.9871991,3,6.781684027777777e-06,0
123.20781369999986,3,6.781684027777777e-06,0
123.49998969999979,3,6.781684027777777e-06,0
123.70520579999993,3,6.781684027777777e-06,0
123.90894669999989,3,6.781684027777777e-06,0
124.12580249999996,3,6.781684027777777e-06,0
124.32574119999981,3,6.781684027777777e-06,0
124.67741469999987,3,6.781684027777777e-06,0
125.02808029999983,3,6.781684027777777e-06,0
125.41789889999995,3,6.781684027777777e-06,0
125.78710109999997,3,6.781684027777777e-06,0
126.04990799999996,3,6.781684027777777e-06,0
126.24293279999983,3,6.781684027777777e-06,0
126.45791369999984,3,6.781684027777777e-06,0
126.63962339999989,3,6.781684027777777e-06,0
126.82274529999995,3,6.781684027777777e-06,0
127.00961559999996,3,6.781684027777777e-06,0
127.19098699999995,3,6.781684027777777e-06,0
127.39261519999991,3,6.781684027777777e-06,0
127.72873229999982,3,6.781684027777777e-06,0
128.10408029999985,2,4.521122685185185e-06,0
128.48419599999988,2,4.521122685185185e-06,0
128.8715636999998,3,6.781684027777777e-06,1
129.24162109999997,3,6.781684027777777e-06,0
129.5834511999999,3,6.781684027777777e-06,0
129.96782039999994,3,6.781684027777777e-06,1
130.3554795,3,6.781684027777777e-06,0
130.65927309999984,3,6.781684027777777e-06,0
130.84057089999988,3,6.781684027777777e-06,1
131.0524097,2,4.521122685185185e-06,0
131.2623646999998,2,4.521122685185185e-06,0
131.4570898999998,3,6.781684027777777e-06,0
131.66727269999978,4,9.04224537037037e-06,1
131.86444219999998,4,9.04224537037037e-06,1
132.16662659999997,4,9.04224537037037e-06,0
132.5231045999999,4,9.04224537037037e-06,1
132.87960899999985,4,9.04224537037037e-06,1
133.2555064999999,4,9.04224537037037e-06,1
133.6051567999998,3,6.781684027777777e-06,1
133.80557839999983,4,9.04224537037037e-06,1
134.00696189999985,3,6.781684027777777e-06,1
134.1919966999999,3,6.781684027777777e-06,0
134.38822499999992,3,6.781684027777777e-06,0
134.5961276999999,3,6.781684027777777e-06,0
134.7912664999999,3,6.781684027777777e-06,0
134.97927099999993,3,6.781684027777777e-06,0
135.25805889999992,3,6.781684027777777e-06,1
135.6465675999998,3,6.781684027777777e-06,1
136.01530279999997,3,6.781684027777777e-06,0
136.38265769999998,4,9.04224537037037e-06,1
136.74188449999997,3,6.781684027777777e-06,1
136.93513679999978,2,4.521122685185185e-06,0
137.1269825999998,3,6.781684027777777e-06,0
137.33860519999985,3,6.781684027777777e-06,0
137.52768739999988,3,6.781684027777777e-06,0
137.72478379999984,3,6.781684027777777e-06,0
137.93953429999988,4,9.04224537037037e-06,0
138.22174389999986,4,9.04224537037037e-06,0
138.6025196999999,4,9.04224537037037e-06,0
138.98242069999992,4,9.04224537037037e-06,0
139.3729581,4,9.04224537037037e-06,0
139.73311649999982,4,9.04224537037037e-06,0
139.92364439999983,4,9.04224537037037e-06,0
140.13070829999992,4,9.04224537037037e-06,0
140.32119149999994,4,9.04224537037037e-06,0
140.5025103999999,3,6.781684027777777e-06,0
140.6960012999998,3,6.781684027777777e-06,0
140.88933139999995,3,6.781684027777777e-06,0
141.12427619999994,3,6.781684027777777e-06,0
141.52178959999992,3,6.781684027777777e-06,0
141.88294429999996,4,9.04224537037037e-06,2
142.24094449999984,4,9.04224537037037e-06,2
142.6349416999999,4,9.04224537037037e-06,0
142.99990979999984,5,1.1302806712962962e-05,0
143.3701524999999,4,9.04224537037037e-06,0
143.76300319999996,5,1.1302806712962962e-05,0
144.13045139999986,5,1.1302806712962962e-05,0
144.35698419999994,5,1.1302806712962962e-05,0
144.54594209999982,6,1.3563368055555555e-05,0
144.76068039999996,6,1.3563368055555555e-05,0
144.94982059999984,6,1.3563368055555555e-05,0
145.14566769999988,6,1.3563368055555555e-05,0
145.35079789999986,5,1.1302806712962962e-05,1
145.54139739999982,6,1.3563368055555555e-05,1
145.7885637999998,6,1.3563368055555555e-05,0
146.16885609999986,6,1.3563368055555555e-05,0
146.54019589999984,6,1.3563368055555555e-05,1
146.91776349999986,6,1.3563368055555555e-05,0
147.3020982999999,6,1.3563368055555555e-05,0
147.67100459999983,6,1.3563368055555555e-05,0
148.05380119999995,5,1.1302806712962962e-05,0
148.43951309999989,5,1.1302806712962962e-05,0
148.79874219999988,5,1.1302806712962962e-05,0
149.01181359999987,5,1.1302806712962962e-05,0
149.2013665999998,5,1.1302806712962962e-05,1
149.40315179999993,4,9.04224537037037e-06,0
149.58592539999995,5,1.1302806712962962e-05,1
149.7727006,5,1.1302806712962962e-05,0
149.96781079999982,4,9.04224537037037e-06,1
150.17575209999995,5,1.1302806712962962e-05,1
150.59993529999997,5,1.1302806712962962e-05,1
150.99057159999984,5,1.1302806712962962e-05,0
151.38124909999988,6,1.3563368055555555e-05,0
151.7709104999999,5,1.1302806712962962e-05,0
152.15075619999993,6,1.3563368055555555e-05,1
152.5287980999999,6,1.3563368055555555e-05,1
152.93713249999996,6,1.3563368055555555e-05,0
153.3174555999999,5,1.1302806712962962e-05,1
153.52517999999986,6,1.3563368055555555e-05,0
153.7138441999998,6,1.3563368055555555e-05,0
153.9191543999998,6,1.3563368055555555e-05,0
154.1264319999998,6,1.3563368055555555e-05,0
154.31455259999984,6,1.3563368055555555e-05,0
155.06912739999984,5,1.1302806712962962e-05,0
157.23233229999983,5,1.1302806712962962e-05,0
159.51184599999988,5,1.1302806712962962e-05,0
159.88044339999988,4,9.04224537037037e-06,0
160.23138129999984,5,1.1302806712962962e-05,0
160.62324059999992,5,1.1302806712962962e-05,0
160.98153159999993,5,1.1302806712962962e-05,0
161.3416299999999,5,1.1302806712962962e-05,0
161.72445449999987,5,1.1302806712962962e-05,0
162.07867599999986,5,1.1302806712962962e-05,0
